psraid,sample,state,cregion,usr,pial1a,pial2,pial3a,pial3b,pial3c,employ,par,sex,age,educ2,hisp,race,inc
624,Cell,Illinois,Midwest,Urban,Yes,"Yes, smartphone","Yes, have done this","No, have not done this","Yes, have done this",Not employed,Yes,Female,32,High school graduate (Grade 12 with diploma or GED certificate),No,White,"$30,000 to under $40,000"
625,Cell,North Carolina,South,Urban,Yes,"No, not a smartphone","No, have not done this","No, have not done this","No, have not done this",Not employed,No,Female,58,"Four year college or university degree/Bachelorês degree (e.g., BS, BA, AB)",No,White,"$40,000 to under $50,000"
626,Cell,Texas,South,Urban,Yes,"Yes, smartphone","No, have not done this","No, have not done this","No, have not done this",Employed full-time,No,Male,45,"Four year college or university degree/Bachelorês degree (e.g., BS, BA, AB)",No,White,"$30,000 to under $40,000"
627,Cell,Alabama,South,Rural,Yes,"No, not a smartphone","No, have not done this","No, have not done this","No, have not done this",Not employed,Yes,Female,NA,High school graduate (Grade 12 with diploma or GED certificate),No,White,"$40,000 to under $50,000"
628,Cell,Montana,West,Rural,Yes,"No, not a smartphone","No, have not done this","No, have not done this","No, have not done this",Not employed,Yes,Male,34,"Postgraduate or professional degree, including masterês, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)",No,White,"$10,000 to under $20,000"
629,Cell,California,West,Urban,Yes,"No, not a smartphone","No, have not done this",Cell phone is not able to do this (VOL.),"No, have not done this",Not employed,No,Male,50,High school graduate (Grade 12 with diploma or GED certificate),No,Mixed race,"Less than $10,000"
630,Cell,Illinois,Midwest,Urban,Yes,"Yes, smartphone","Yes, have done this","No, have not done this","No, have not done this",Employed full-time,Yes,Female,25,Less than high school (Grades 1-8 or no formal schooling),No,White,"$10,000 to under $20,000"
631,Cell,Louisiana,South,Suburban,Yes,"Yes, smartphone","No, have not done this","No, have not done this","No, have not done this",Employed full-time,Yes,Male,47,"Four year college or university degree/Bachelorês degree (e.g., BS, BA, AB)",No,White,"$150,000 or over"
632,Cell,Colorado,West,Suburban,Yes,"Yes, smartphone","No, have not done this","Yes, have done this","Yes, have done this",Employed full-time,No,Male,36,"Four year college or university degree/Bachelorês degree (e.g., BS, BA, AB)",No,White,"$100,000 to under $150,000"
633,Cell,Iowa,Midwest,Urban,Yes,"Yes, smartphone","No, have not done this","Yes, have done this","Yes, have done this",Not employed,No,Female,70,"Some college, no degree (includes some community college)",No,White,"$30,000 to under $40,000"
634,Cell,Texas,South,Urban,Yes,"Yes, smartphone","No, have not done this","No, have not done this","No, have not done this",Employed full-time,Yes,Male,48,High school graduate (Grade 12 with diploma or GED certificate),No,White,"$30,000 to under $40,000"
635,Cell,Washington,West,Rural,Yes,"No, not a smartphone","Yes, have done this","No, have not done this","No, have not done this",Employed part-time,No,Male,21,"Some college, no degree (includes some community college)",No,White,"$30,000 to under $40,000"
636,Cell,California,West,Urban,Yes,"Yes, smartphone","Yes, have done this","Yes, have done this","Yes, have done this",Employed full-time,No,Male,23,High school graduate (Grade 12 with diploma or GED certificate),Yes,White,"$20,000 to under $30,000"
637,Cell,Mississippi,South,Rural,Yes,"Yes, smartphone","No, have not done this","No, have not done this","No, have not done this",Employed full-time,Yes,Male,60,High school graduate (Grade 12 with diploma or GED certificate),No,Black or African-American,"$10,000 to under $20,000"
638,Cell,Oregon,West,Suburban,Yes,"No, not a smartphone","Yes, have done this","No, have not done this","No, have not done this",Not employed,Yes,Female,27,Two year associate degree from a college or university,No,Black or African-American,"$10,000 to under $20,000"
639,Cell,California,West,Suburban,Yes,"Yes, smartphone","No, have not done this","No, have not done this","No, have not done this",Not employed,No,Male,18,High school graduate (Grade 12 with diploma or GED certificate),No,White,"$20,000 to under $30,000"
640,Cell,Washington,West,Rural,Yes,"No, not a smartphone","Yes, have done this","No, have not done this","No, have not done this",Not employed,No,Female,70,"Some college, no degree (includes some community college)",No,White,"$50,000 to under $75,000"
641,Cell,Oklahoma,South,Rural,Yes,"No, not a smartphone","No, have not done this","No, have not done this","No, have not done this",Not employed,No,Female,61,High school graduate (Grade 12 with diploma or GED certificate),No,White,"$10,000 to under $20,000"
642,Cell,New Mexico,West,Rural,Yes,"Yes, smartphone","Yes, have done this","No, have not done this","No, have not done this",Employed full-time,Yes,Female,31,Two year associate degree from a college or university,Yes,White,"$20,000 to under $30,000"
643,Cell,Washington,West,Urban,Yes,"Yes, smartphone","No, have not done this","No, have not done this","No, have not done this",Employed full-time,Yes,Male,42,High school graduate (Grade 12 with diploma or GED certificate),No,White,"$50,000 to under $75,000"
644,Cell,Montana,West,Rural,Yes,"No, not a smartphone","No, have not done this","No, have not done this","No, have not done this",Employed full-time,Yes,Female,47,"Four year college or university degree/Bachelorês degree (e.g., BS, BA, AB)",No,White,"$40,000 to under $50,000"
645,Cell,Washington,West,Rural,Yes,"Yes, smartphone","Yes, have done this","No, have not done this","No, have not done this",Employed full-time,No,Male,21,Two year associate degree from a college or university,Yes,Other (SPECIFY),"$30,000 to under $40,000"
646,Cell,New Mexico,West,Rural,Yes,"Yes, smartphone","Yes, have done this","No, have not done this","No, have not done this",Employed full-time,Yes,Female,26,"Some college, no degree (includes some community college)",No,White,(DO NOT READ) Donêt know/Refused
647,Cell,Colorado,West,Suburban,Yes,"Yes, smartphone","No, have not done this","Yes, have done this","Yes, have done this",Employed part-time,No,Male,19,High school graduate (Grade 12 with diploma or GED certificate),No,White,"$30,000 to under $40,000"
648,Cell,California,West,Suburban,Yes,"Yes, smartphone","No, have not done this","Yes, have done this","No, have not done this",Not employed,No,Male,71,"Postgraduate or professional degree, including masterês, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)",No,White,"$150,000 or over"
649,Cell,California,West,Suburban,Yes,"Yes, smartphone","No, have not done this","Yes, have done this","Yes, have done this",Not employed,No,Male,20,High school graduate (Grade 12 with diploma or GED certificate),No,White,"$150,000 or over"
650,Cell,Utah,West,Suburban,Yes,"Yes, smartphone",Have done this but not in last 30 days (VOL.),"No, have not done this","No, have not done this",Employed full-time,Yes,Male,48,Two year associate degree from a college or university,Yes,White,"$50,000 to under $75,000"
651,Cell,Arizona,West,Urban,Yes,"Yes, smartphone","Yes, have done this","No, have not done this","No, have not done this",Not employed,No,Male,20,"Some college, no degree (includes some community college)",Yes,White,"$50,000 to under $75,000"
652,Cell,Arizona,West,Urban,Yes,"Yes, smartphone","No, have not done this","No, have not done this","No, have not done this",(DO NOT READ) Donêt know/Refused,No,Female,NA,High school graduate (Grade 12 with diploma or GED certificate),Yes,White,(DO NOT READ) Donêt know/Refused
653,Cell,North Dakota,Midwest,Rural,Yes,"Yes, smartphone","No, have not done this","No, have not done this","No, have not done this",Employed full-time,No,Female,52,Two year associate degree from a college or university,No,White,"$150,000 or over"
654,Cell,California,West,Rural,Yes,"Yes, smartphone","Yes, have done this","Yes, have done this","No, have not done this",Employed full-time,No,Female,23,"Four year college or university degree/Bachelorês degree (e.g., BS, BA, AB)",Yes,Other (SPECIFY),"$20,000 to under $30,000"
655,Cell,New Mexico,West,Suburban,Yes,"Yes, smartphone","Yes, have done this","Yes, have done this","Yes, have done this",Employed part-time,Yes,Female,30,"Some college, no degree (includes some community college)",Yes,White,"$20,000 to under $30,000"
656,Cell,Colorado,West,Rural,Yes,"No, not a smartphone","No, have not done this","No, have not done this","No, have not done this",Not employed,No,Female,60,"Four year college or university degree/Bachelorês degree (e.g., BS, BA, AB)",No,White,"$20,000 to under $30,000"
657,Cell,California,West,Suburban,Yes,"No, not a smartphone","No, have not done this","No, have not done this","No, have not done this",Employed full-time,Yes,Female,43,"Some college, no degree (includes some community college)",No,White,"$50,000 to under $75,000"
658,Cell,California,West,Suburban,Yes,"Yes, smartphone","No, have not done this","No, have not done this","No, have not done this",Employed full-time,No,Male,44,"Postgraduate or professional degree, including masterês, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)",No,White,"$150,000 or over"
659,Cell,Pennsylvania,Northeast,Suburban,Yes,"No, not a smartphone","No, have not done this","No, have not done this","No, have not done this",Not employed,No,Male,44,Less than high school (Grades 1-8 or no formal schooling),Yes,Other (SPECIFY),"$20,000 to under $30,000"
660,Cell,Michigan,Midwest,Rural,Yes,"Yes, smartphone","Yes, have done this","No, have not done this","No, have not done this",Employed full-time,No,Male,63,"Postgraduate or professional degree, including masterês, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)",No,White,"$50,000 to under $75,000"
661,Cell,New York,Northeast,Urban,Yes,"Yes, smartphone","Yes, have done this","No, have not done this","No, have not done this",Not employed,Yes,Female,33,"Some college, no degree (includes some community college)",No,Mixed race,"$20,000 to under $30,000"
662,Cell,Michigan,Midwest,Urban,Yes,"Yes, smartphone","No, have not done this","No, have not done this","No, have not done this",Not employed,No,Male,38,High school graduate (Grade 12 with diploma or GED certificate),No,Black or African-American,"Less than $10,000"
663,Cell,Pennsylvania,Northeast,Suburban,Yes,"Yes, smartphone","No, have not done this","Yes, have done this","Yes, have done this",Not employed,Yes,Female,41,"Four year college or university degree/Bachelorês degree (e.g., BS, BA, AB)",No,White,"$150,000 or over"
664,Cell,Michigan,Midwest,Suburban,Yes,"No, not a smartphone","No, have not done this","No, have not done this","No, have not done this",Employed full-time,No,Male,61,High school graduate (Grade 12 with diploma or GED certificate),No,White,"$100,000 to under $150,000"
665,Cell,Indiana,Midwest,Urban,Yes,"No, not a smartphone","No, have not done this","No, have not done this","No, have not done this",Employed full-time,No,Male,25,"Some college, no degree (includes some community college)",No,White,"Less than $10,000"
666,Cell,New Jersey,Northeast,Suburban,Yes,"Yes, smartphone","Yes, have done this","No, have not done this","No, have not done this",Employed full-time,Yes,Female,53,"Four year college or university degree/Bachelorês degree (e.g., BS, BA, AB)",No,White,"$75,000 to under $100,000"
667,Cell,New York,Northeast,Urban,Yes,"Yes, smartphone","Yes, have done this","No, have not done this","No, have not done this",Employed full-time,No,Female,37,"Postgraduate or professional degree, including masterês, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)",No,White,(DO NOT READ) Donêt know/Refused
668,Cell,Maryland,South,Urban,Yes,"Yes, smartphone","No, have not done this","No, have not done this","No, have not done this",Employed full-time,No,Male,23,"Four year college or university degree/Bachelorês degree (e.g., BS, BA, AB)",No,Mixed race,"$20,000 to under $30,000"
669,Cell,Florida,South,Urban,Yes,"Yes, smartphone","No, have not done this","No, have not done this","No, have not done this",Employed part-time,Yes,Female,23,High school graduate (Grade 12 with diploma or GED certificate),No,White,"Less than $10,000"
670,Cell,Florida,South,Urban,Yes,"Yes, smartphone","Yes, have done this","No, have not done this","No, have not done this",Employed full-time,Yes,Male,33,High school graduate (Grade 12 with diploma or GED certificate),No,White,"$30,000 to under $40,000"
